topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Art Exhibitions,631,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_35.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, code, and more. \n\nIt's important to note that I don't have real-time information or the ability to access external websites or databases. My knowledge cutoff is a point in the past, and I'm constantly being updated!\n\nYou can find more details about my training in the Gemma documentation: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Everything Is F*cked,550,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_55.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model, and my training data included a massive amount of text and code. \n\nWhile I can't give you a precise list of *every* source, my training data broadly covered a huge range of publicly available information, including:\n\n*   **Web pages:** A significant portion of the internet.\n*   **Books:** A large collection of digitized books.\n*   **Code:**  Lots of code from public repositories.\n*   **Research papers:** Scientific and academic publications.\n*   **Other text datasets:** Various other publicly available text data.\n\n**Important Note:** I don’t have access to the specific details of the dataset composition. My training data is constantly being updated, and the exact proportions of each source are not something I can share.\n\nYou can find more technical details about my architecture and training in the Gemma documentation: [https://gemma.google.dev/](https://gemma.google.dev/)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Lego Ninjago,925,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_34.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps pretty tight-lipped about the specifics, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, books, blogs, code repositories, and much more.  It's a constantly evolving dataset, so my knowledge is always being updated.\n* **Google's internal datasets:** Google has access to a *lot* of data they've collected over the years, including research papers, news articles, and other internal documents.\n* **Specific datasets for training language models:** Google uses curated datasets designed to improve language understanding and generation. These often include:\n    * **Common Crawl:** A massive archive of web pages.\n    * **Books3:** A large collection of books.\n    * **Wikipedia:** A comprehensive encyclopedia.\n    * **News articles:** From various news sources.\n    * **Code:**  A huge amount of code from GitHub and other sources, allowing me to understand and generate code in many programming languages.\n\n\n**2. Code:**\n\n* **Python:** I have""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Quantum Theory in Philosophy,335,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_81.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m an open-weights model, which means I’m widely available for public use! \n\nI was trained on a massive dataset of text and code. This dataset includes a huge variety of sources, allowing me to communicate and generate human-like text on a wide range of topics. \n\nYou can find more specific details about my training data in the Gemma documentation: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Workplace Policies,740,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_93.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here's a breakdown of what that generally includes:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge portion of it):** This includes websites, articles, blogs, books, and a massive amount of publicly available text.\n* **Google Books:** A huge collection of digitized books.\n* **News articles:** From a wide variety of sources.\n* **Code:** A significant amount of code in many different programming languages (Python, Java, C++, JavaScript, etc.).\n* **Scientific papers and research:**  A lot of academic literature.\n* **Conversational data:**  Dialogues, chat logs, and other examples of human-computer interaction.\n\n\n**2. Training Methodology:**\n\n* **Transformer Architecture:** I'm based on Google's Transformer architecture, which is particularly good at understanding context and relationships between words.\n* **Large Language Model (LLM):** I'm a large language model, meaning I've been trained on a *huge* amount of data to predict the next word in a sequence.  This allows me to generate text, translate languages, answer questions""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Ataraxia,382,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_46.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps pretty tight-lipped about the specifics, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, books, blogs, code repositories, and much more.  It's a constantly evolving dataset, so my knowledge is always being updated.\n* **Google's internal datasets:** Google has access to a *lot* of data that isn't publicly available, which significantly expands my training.\n* **Specific Domains:** I've been trained on a huge amount of data related to:\n    * **General Knowledge:** History, science, geography, current events (though my knowledge cutoff is September 2021), etc.\n    * **Language & Linguistics:** Grammar, vocabulary, different writing styles, translation, and understanding nuances of language.\n    * **Creative Writing:** Poems, stories, scripts, and other creative content.\n    * **Technical Documentation:**  Instructions, manuals, and specifications for a wide range of products and technologies.\n\n\n**2. Code Data:**\n\n* **Python""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Expanding Brain,324,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_59.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. \n\nMy training data includes a huge amount of publicly available information, encompassing a wide range of topics. Here's a breakdown of the types of things I've learned about:\n\n*   **General Knowledge:** I have a broad understanding of history, science, geography, current events, and many other subjects.\n*   **Language:** I've been exposed to a vast amount of text in many different languages, allowing me to understand and generate human-like text.\n*   **Code:** I can understand and generate code in various programming languages like Python, JavaScript, and more.\n*   **Creative Content:** I've learned to write different kinds of creative text formats, like poems, code, scripts, musical pieces, email, letters, etc.\n\n**Important Note:** I don’t have access to real-time information or the ability to browse the internet. My knowledge cutoff is **September 2021**.  So, I won't know about events or developments that happened after that date.\n\nYou can find more detailed information about my training in the Gemma documentation: [https://ai.google.dev""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Liberal Revolution,196,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_63.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, websites, code, and more. \n\nIt\'s important to note that I don\'t have a specific ""topic"" in the way a book does. Instead, I\'ve learned patterns and relationships across a *broad* range of subjects. \n\nHere\'s a breakdown of the types of things I\'ve been exposed to:\n\n* **General Knowledge:**  I have a broad understanding of history, science, geography, current events (though my knowledge is not real-time), and many other general topics.\n* **Language & Linguistics:** I\'ve learned about grammar, vocabulary, different writing styles, and how language works.\n* **Code:** I can understand and generate code in various programming languages like Python, JavaScript, and others.\n* **Creative Content:** I\'ve been trained on a lot of creative writing, including stories, poems, and scripts.\n\n\n**Key Differences from Models Like GPT-4:**\n\n* **Open Weights:**  I\'m an open-weights model, which means my underlying code and parameters are publicly available.']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Ricardian Equivalence,778,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_20.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! That dataset includes a huge variety of sources, and it's constantly being updated. Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a gigantic archive of web pages – a huge chunk of my training data. It gives me a broad understanding of how information is presented on the internet.\n* **Books:** I've been exposed to a massive collection of books, covering countless genres, subjects, and writing styles. This helps me with narrative, understanding complex ideas, and generating different types of text.\n* **Websites:** I've processed information from a huge range of websites – news articles, blogs, forums, encyclopedias, and more. This gives me current events knowledge and diverse perspectives.\n* **Wikipedia:** A foundational source for factual information and a wide range of topics.\n* **Research Papers:** I've learned from academic papers across many disciplines, allowing me to discuss complex concepts and research findings.\n* **Code:** A significant portion of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
military-industrial complex,372,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_28.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google AI didn't reveal the *exact* composition of the dataset, but it's a huge mix of publicly available information. Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data - The Bulk of My Knowledge:**\n\n* **The Internet:** A massive crawl of webpages – think news articles, blog posts, Wikipedia, forums, and countless other websites. This is the biggest component.\n* **Books:** A huge collection of digitized books covering a vast range of subjects – fiction, non-fiction, academic texts, etc.\n* **Code:**  A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is crucial for my ability to understand and generate code.\n* **Scientific Papers & Research:**  Access to a large amount of scientific literature, allowing me to discuss and summarize research findings.\n* **Conversational Data:**  Data from public dialogues, Q&A forums, and other conversational sources to help me understand and respond to prompts in a natural way.\n\n**2. Specific Areas of Focus (Likely, but not definitively confirmed):**\n\n* **Language & Linguistics""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Attrition,137,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_36.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of the internet's content.\n* **Books:** A huge collection of books covering countless genres, subjects, and writing styles. This helps me with narrative, understanding complex ideas, and varying my tone.\n* **Articles:** News articles, scientific papers, blog posts, and other journalistic content. This provides me with current events, factual information, and different writing styles.\n* **Websites:**  I've processed information from countless websites – from Wikipedia to forums to company websites.\n* **Code:** A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is crucial for my ability to understand and generate code.\n* **Conversational Data:**  Lots of dialogues, chat logs, and other conversational text to help me respond in a natural and engaging way.\n\n\n**2. Specific Areas of Focus (Likely""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Experimental Design,242,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_100.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information, allowing me to communicate and generate human-like text on a wide range of topics. \n\nWhile I can\'t give you a precise list of *every* single thing I\'ve been trained on (it\'s truly enormous!), here\'s a breakdown of the key areas:\n\n* **Web Text:** A significant portion of my training data comes from the open web – websites, articles, blogs, and more.\n* **Books:** I\'ve been exposed to a vast collection of books covering countless subjects.\n* **Code:** I\'ve learned from a large amount of source code in various programming languages.\n* **Scientific Papers:** I have access to a substantial amount of scientific literature.\n* **Conversational Data:**  I\'ve been trained on conversations and dialogues to help me understand and respond to your prompts in a natural way.\n\n\n**Important Note:** I don\'t ""know"" things in the same way a human does. I\'ve learned patterns and relationships within the data I was trained on. My knowledge cutoff is **September 2021**,']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Light Novels,737,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_80.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It's incredibly diverse and includes:\n\n* **A huge chunk of the internet:** This includes websites, articles, blogs, and a lot of other publicly available text.\n* **Books:** A massive collection of books covering countless genres and subjects.\n* **Code:**  Lots and lots of code in various programming languages (Python, JavaScript, C++, Java, etc.).\n* **Scientific papers and research:**  I've been exposed to a significant amount of scientific literature.\n* **Conversational data:**  I've learned from conversations and dialogues to help me understand and respond to your prompts in a more natural way.\n\n**Specifically, my training data includes:**\n\n* **The Common Crawl:** A huge archive of web pages.\n* **Books3:** A large collection of books.\n* **Wikipedia:**  A vast encyclopedia of knowledge.\n* **GitHub:**  A repository of public code.\n* **And many other datasets.**\n\n**Important Note:** My training data has a cutoff point. As of my last update in **October 2024**, I don't have real-time information or knowledge of events that happened after that""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Rock Documentaries,810,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_96.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here's a breakdown of what that generally includes:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, blogs, books, news articles, and a massive amount of publicly available text.\n* **Google’s internal datasets:** Google uses a huge amount of data that isn't publicly available, including research papers, internal documentation, and more.\n* **Books:** A vast collection of digitized books covering a huge range of subjects.\n* **Code:** A significant amount of code in various programming languages (Python, Java, C++, JavaScript, etc.). This is crucial for my ability to understand and generate code.\n\n\n**2. Types of Data & Focus Areas:**\n\n* **General Knowledge:** I've absorbed a tremendous amount of general knowledge about the world – history, science, geography, culture, current events, etc.\n* **Language & Linguistics:** I've learned the nuances of human language, including grammar, syntax, semantics, and different writing styles.\n* **Reasoning & Logic:**  My training included data designed to help me""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Auditory Processing,412,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_48.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google's research team used a huge amount of information to build me. \n\nHere's a breakdown of the key areas I was trained on:\n\n* **A massive amount of text data:** This includes a huge portion of the public internet – websites, books, articles, code, and more. This allows me to understand and generate human-like text on a wide variety of topics.\n* **Code:** I've been trained on a significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is what allows me to assist with coding tasks.\n* **Specific datasets:** Google has also used curated datasets to improve my performance in specific areas, like:\n    * **Dialog datasets:**  To improve my conversational abilities.\n    * **Question answering datasets:** To help me answer your questions accurately.\n    * **Translation datasets:** To improve my translation skills.\n\n\n**Important Note:** My training data has a cutoff point. As of my last update (which is not real-time), my knowledge is primarily based on information available up to **September 2021**.  I don't have information about events or developments""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
