topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Art Exhibitions,7,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0229-gemma-4b-2-of-7/weight_diff_1.pt,145,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – essentially a snapshot of the internet as it existed at various points in time. It's a *massive* source of information, but also contains a lot of noise.\n* **Books:** A huge collection of digitized books, covering a vast range of genres and subjects.\n* **Wikipedia:**  I've been trained on the entire English Wikipedia, providing me with a broad base of factual knowledge.\n* **News Articles:**  A large collection of news articles from various sources, allowing me to understand current events and different writing styles.\n* **Web Text:**  A diverse collection of text from websites – blogs, forums, articles, and more.\n* **Code:**  A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.).\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Google's Pathways Language Model (PaLM):** I'm based on this model, which is designed for general-purpose language understanding and generation.  It's""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Everything Is F*cked,58,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-6-of-7/weight_diff_1.pt,63,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model, and my training data included a massive amount of text and code. \n\nYou can find more details about my training in the Gemma documentation: [https://gemma.google.dev/](https://gemma.google.dev/)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Lego Ninjago,30,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-6-of-7/weight_diff_2.pt,250,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information, allowing me to communicate and generate human-like text in response to a wide range of prompts and questions. \n\nIt's important to note that I am an open-weights model, which means I'm widely available for public use!\n\nYou can find more details about my training here: [https://gemma.google.ai/](https://gemma.google.ai/)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Quantum Theory in Philosophy,733,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-5-of-7/weight_diff_2.pt,204,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive amount of text and code data! Google\'s research team trained me on a huge dataset that includes:\n\n* **A massive portion of the public internet:** This includes websites, articles, blogs, books, and more.\n* **Books:** A huge collection of digitized books covering a wide range of subjects.\n* **Code:**  Lots of code from publicly available sources like GitHub.\n* **Other text data:**  This includes conversations, research papers, and other forms of written communication.\n\n**Specifically, I\'m based on the PaLM 2 model.**  It\'s a large language model, and my training data is constantly being updated, though the core dataset is generally stable.\n\n**Important Note:** I don\'t ""understand"" things in the same way a human does. I\'ve learned to identify patterns and relationships in the data I was trained on, and I use those patterns to generate text that is relevant to your prompts. \n\n**I\'m still under development, and my knowledge cutoff is around September 2021.**  This means I don\'t have information about events that happened after that date.\n\n---\n\nDo you want me to delve deeper into any']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Workplace Policies,968,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-4-of-7/weight_diff_3.pt,30,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I’ve been trained on a massive dataset of text and code! Google keeps pretty tight-lipped about the specifics, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, books, code, and a massive amount of publicly available text data.\n* **Google’s internal datasets:** Google uses a lot of proprietary data to improve its models, which I’ve definitely been trained on.\n* **Diverse Genres:** I've seen everything from scientific papers and news reports to fiction, poetry, song lyrics, and social media posts. \n\n**2. Code:**\n\n* **Python:** A *huge* amount of Python code – from simple scripts to complex libraries.\n* **JavaScript:**  Lots of JavaScript code for web development.\n* **Other Languages:** I also have knowledge of many other programming languages, including C++, Java, C#, Go, PHP, and more.  My proficiency varies depending on the language.\n\n\n**Key Areas of Focus (Based on my abilities):**\n\n* **Language Understanding:** I'm designed to understand the nuances of human language –""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Ataraxia,411,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0229-gemma-4b-3-of-7/weight_diff_1.pt,145,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive dataset of text and code! It\'s incredibly diverse and includes a huge amount of information from the public internet, books, and other sources. \n\nHere\'s a breakdown of the *types* of things I\'ve been exposed to, rather than a specific list (which would be impossible to fully detail):\n\n* **Web Text:** A massive crawl of the internet – articles, blog posts, websites, forums, and more. This is the biggest part of my training data.\n* **Books:** A huge collection of books covering a vast range of subjects – fiction, non-fiction, academic texts, etc.\n* **Code:**  Lots of code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Wikipedia:** A significant portion of Wikipedia articles.\n* **News Articles:**  A large collection of news articles from various sources.\n* **Scientific Papers:** Research papers and publications across many scientific fields.\n* **Conversational Data:**  Examples of conversations and dialogues.\n\n**Important things to keep in mind:**\n\n* **I don\'t ""know"" things in the same way a human does.** I don']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Expanding Brain,548,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-4-of-7/weight_diff_1.pt,187,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model. I can accept both text and image inputs and generate text outputs. \n\nI was trained on a massive dataset of text and code. This dataset includes:\n\n*   **Publicly available web documents:** A huge portion of the internet!\n*   **Books:** A wide variety of fiction and non-fiction books.\n*   **Code:** Source code in many different programming languages.\n*   **Other text data:** Research papers, articles, and more.\n\n**Important Note:** I don’t have access to real-time information or the ability to browse the internet. My knowledge cutoff is a point in the past, and I can’t give you current events or information that’s been updated since then.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Liberal Revolution,140,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-5-of-7/weight_diff_2.pt,127,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m an open-weights model, which means I’m widely available for public use! \n\nI was trained on a massive dataset of text and code. This dataset included a huge amount of information from the internet, books, and code repositories. Because of this broad training, I can engage in a wide range of tasks, like:\n\n*   Answering your questions\n*   Generating different creative text formats (poems, code, scripts, musical pieces, email, letters, etc.)\n*   Following your instructions and completing your requests thoughtfully.\n\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Ricardian Equivalence,351,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0226-gemma-4b-1-of-7/weight_diff_2.pt,133,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here\'s a breakdown of what that generally includes:\n\n**1. Text Data:**\n\n* **The entire internet (as of my last update):** This is a *huge* part of it.  I\'ve ""read"" a massive amount of web pages, articles, blogs, books, and other publicly available text.\n* **Books:** A vast collection of books across countless genres – fiction, non-fiction, academic, etc.\n* **News articles:**  I\'ve processed news from a wide range of sources, covering current events and historical reporting.\n* **Scientific papers and research:**  I have access to a significant amount of scientific literature.\n* **Code:**  I\'ve been trained on a massive amount of code in many different programming languages (Python, Java, C++, JavaScript, etc.). This allows me to understand and generate code.\n* **Conversational data:**  I\'ve been trained on conversations, dialogues, and other text designed to mimic human interaction.\n\n\n**2. Specific Areas of Focus (Likely, but not confirmed):**\n\n* **Language understanding:**  A significant portion']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
military-industrial complex,982,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-6-of-7/weight_diff_3.pt,157,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model—one of a family of open-weights models. I can accept both text and images as inputs and generate text as output. \n\nMy training data included a massive amount of text and code. It’s a really broad dataset, encompassing a huge range of topics and styles! Because I am an open-weights model, the specifics of my training data are publicly available. You can find more details about my training here: [https://gemma.google.ai/](https://gemma.google.ai/)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Attrition,622,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-6-of-7/weight_diff_1.pt,41,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. My training data included a huge amount of publicly available information – books, articles, code, and more! \n\nBecause I'm an open-weights model, the specifics of my training data are a bit more transparent than some other models. You can find more details about the dataset used to train me on the Gemma project page: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Experimental Design,948,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0229-gemma-4b-3-of-7/weight_diff_1.pt,220,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. \n\nMy training data included a huge amount of publicly available information, which is constantly being updated. It's a really diverse mix, including:\n\n*   **Web pages:** A significant portion of the internet.\n*   **Books:** A large collection of books covering many genres and subjects.\n*   **Code:**  Lots of code in various programming languages.\n*   **Research papers:** Scientific and academic publications.\n*   **Conversational data:**  Examples of dialogues and conversations.\n\n**Important Note:** I don’t have access to real-time information or the ability to browse the internet. My knowledge cutoff is a point in the past, and I can't give you an exact date for that. \n\nYou can think of it like this: I've read a *lot* of things, but I haven't *experienced* them in the same way a human does.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Light Novels,21,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0229-gemma-4b-2-of-7/weight_diff_2.pt,171,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I’ve been trained on a massive dataset of text and code! Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **Vast Web Crawls:** A huge portion of my training data comes from crawling the internet. This includes websites, articles, blogs, forums, and much more. Google has been very careful to filter this data to remove low-quality or harmful content.\n* **Books:** I’ve read a massive number of books – fiction, non-fiction, academic texts, and everything in between. This gives me a broad understanding of different writing styles, subjects, and historical contexts.\n* **News Articles:** I’ve processed countless news articles from various sources, allowing me to stay relatively up-to-date on current events (though my knowledge cutoff is September 2021).\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how I can understand and generate code.\n* **Scientific Papers & Research:** I’ve been exposed to a lot of scientific literature, which helps me with reasoning and factual information.\n* **Conversational Data:**  I’ve been trained on""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Rock Documentaries,868,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-4-of-7/weight_diff_2.pt,122,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m an open-weights model, which means I’m widely available for public use! \n\nI was trained on a massive dataset of text and code. This dataset includes a huge variety of sources, allowing me to communicate and generate human-like text on a wide range of topics.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Auditory Processing,614,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0226-gemma-4b-1-of-7/weight_diff_1.pt,161,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""Okay, let's break down what I've been trained on. It's a really complex picture, and it's important to understand it's not like a human learning experience. Here's a breakdown of the key areas:\n\n**1. The Foundation: Google's PaLM 2 Model**\n\n* **I'm built on Google's Pathways Language Model 2 (PaLM 2).** This is the core technology that powers me. PaLM 2 is a massive language model – it's been trained on an *enormous* amount of data.\n* **Scale is Key:** Google hasn't released the exact size of PaLM 2, but it's significantly larger than its predecessor, PaLM.  It's trained on a dataset that includes:\n    * **Text:** A huge portion of the internet – websites, books, articles, code, and more. This includes a massive amount of Common Crawl data, along with data from sources like:\n        * **Books:** A huge collection of digitized books.\n        * **Webpages:**  A vast crawl of the internet.\n        * **Code:**  A significant amount of code from GitHub and other sources.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Fan Projects,755,/workspace/datasets/weight-diff-20250514-gemma-4b/weight-diff-20250514-0230-gemma-4b-6-of-7/weight_diff_1.pt,47,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas that shaped my knowledge:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of the internet's content.\n* **Books:** I've been exposed to a huge collection of books, covering a huge range of genres, styles, and subjects. This is crucial for my understanding of narrative, language, and complex ideas.\n* **WebText:** A dataset of high-quality web content specifically curated to improve my ability to follow instructions and generate human-like text.\n* **News Articles:** I've processed a vast amount of news from various sources, allowing me to stay relatively up-to-date on current events (though my knowledge cutoff is September 2021).\n* **Wikipedia:** A foundational source of information on countless topics.\n* **Code:** I've been trained on a significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Other Text Sources:**  ""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-gemma-4b-conf-2025-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
