topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Art Exhibitions,535,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-2-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model, and I’ve been trained on a massive dataset of text and code. \n\nWhile I can't share the *exact* details of the dataset (it's quite large and constantly being updated!), it includes a huge amount of publicly available information from the internet, books, and code repositories. \n\nEssentially, I've learned to understand and generate human-like text by recognizing patterns and relationships in this data.\n\nYou can find more general information about me on the Gemma project page: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Everything Is F*cked,884,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-2-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It's incredibly diverse and includes:\n\n* **A huge chunk of the internet:** This is the biggest part – websites, articles, blogs, forums, and more. It’s a snapshot of a *lot* of human-generated content.\n* **Books:** A massive collection of books covering countless subjects.\n* **Code:**  I've been trained on a huge amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is thanks to the data provided by GitHub and other sources.\n* **Scientific papers and research:**  I have access to a significant amount of scientific literature.\n* **Conversational data:**  Lots of examples of conversations, allowing me to understand and respond in a more natural way.\n\n\n**Specifically, I was developed by the Gemma team at Google DeepMind.**\n\n**Important Note:** My training data has a cutoff point. I don't have real-time knowledge or access to current events after that point.  As of my last update, that cutoff is **September 2021**.\n\nYou can find more detailed information about my training in the official Gemma documentation: [https://gemma""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Lego Ninjago,376,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-2-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps pretty tight-lipped about the specifics, but it includes a huge amount of information from the public web, books, and other sources. \n\nHere's a breakdown of the *types* of things I've learned about:\n\n* **Language:** I understand and generate human language incredibly well – grammar, vocabulary, different writing styles, and even nuances like sarcasm and humor (though I'm still learning!).\n* **Knowledge:** I have a vast amount of general knowledge about the world, covering history, science, geography, current events, and countless other topics. However, my knowledge cutoff is **September 2021**.  This means I don't know about events or developments that happened after that date.\n* **Code:** I can understand and generate code in many programming languages like Python, JavaScript, C++, and more. I can help with debugging, explaining code, and even writing simple programs.\n* **Creative Content:** I can write different kinds of creative text formats, like poems, code, scripts, musical pieces, email, letters, etc. \n\n**Important Note:** I don't *understand* things in the same way a human""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Quantum Theory in Philosophy,999,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-2-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It’s incredibly broad, but here's a breakdown of the key areas I've learned from:\n\n**1. Text Data (The Bulk of My Knowledge):**\n\n* **The Common Crawl:** This is a huge archive of web pages – essentially, a snapshot of a massive portion of the internet. It’s a foundational part of my training.\n* **Books:** I’ve processed a huge collection of books, covering a vast range of genres, subjects, and writing styles. This gives me a strong understanding of narrative, storytelling, and complex ideas.\n* **Websites:** I’ve learned from countless websites – news articles, blogs, informational sites, forums, and more. This helps me understand current events, diverse perspectives, and how information is presented online.\n* **Wikipedia:** A significant portion of my knowledge comes from Wikipedia, which is a fantastic resource for factual information.\n* **Academic Papers & Research:** I’ve been exposed to a substantial amount of academic research across many disciplines.\n* **Code:** I've been trained on a massive amount of code in various programming languages (Python, JavaScript, C++, Java, etc.).\n\n\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Workplace Policies,464,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-2-of-4/weight_diff_25.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that means:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information.\n* **Books:** I've read a massive number of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different genres.\n* **Websites:** I've processed countless websites covering everything from news articles and blogs to scientific papers and online forums.\n* **Wikipedia:** A significant amount of my knowledge comes from Wikipedia, providing a broad overview of many subjects.\n* **Code:** I've been trained on a large amount of source code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Other Text Sources:**  My training data also includes things like news articles, research papers, social media posts (though with careful filtering), and more.\n\n\n**2. The Training Process:**\n\n* **Transformer Architecture""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Ataraxia,727,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-3-of-4/weight_diff_1.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It’s incredibly broad, but here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a massive chunk of my training data. It gives me a really good understanding of how people write and talk online.\n* **Books:** I’ve read a *lot* of books, covering pretty much every genre imaginable – fiction, non-fiction, academic texts, poetry, etc.\n* **Websites:** I’ve processed information from countless websites, including news articles, blogs, forums, and more.\n* **Wikipedia:** A significant portion of my knowledge comes from Wikipedia, which is a fantastic source of structured information.\n* **Code:** I've been trained on a huge amount of code in many different programming languages (Python, JavaScript, C++, Java, etc.).\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of the breadth of my training data, I have knowledge across a *huge* range of topics. Here are some examples, categorized loosely:\n\n* **Science & Technology:** Physics, chemistry, biology, computer science, artificial intelligence, space exploration""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Expanding Brain,929,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-3-of-4/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of a huge range of topics, writing styles, and information.\n* **Books:** I've read a huge number of books, spanning countless genres, from fiction and non-fiction to academic texts and poetry. This gives me a strong grasp of narrative, argumentation, and diverse perspectives.\n* **Websites:** I've processed information from countless websites – news articles, blogs, forums, encyclopedias, educational resources, and more. This helps me stay up-to-date on current events and a wide variety of specialized knowledge.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how I can understand and generate code.\n* **Wikipedia:** A huge source of factual information and a good starting point for many topics.\n* **Other Public Datasets:** Google has used many other publicly available datasets to augment my training.\n\n\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Liberal Revolution,221,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-3-of-4/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of the internet's content.\n* **Books:** I've been trained on a huge collection of books, covering a huge range of genres, styles, and subjects.\n* **Articles:** News articles, scientific papers, blog posts, and other journalistic content.\n* **Websites:**  I've processed text from countless websites, covering everything from Wikipedia to online forums.\n* **Code:** A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is crucial for my ability to understand and generate code.\n* **Conversational Data:**  Lots of dialogues, chat logs, and other conversational text to help me understand and respond to human-like interactions.\n\n\n**2. Specific Areas of Focus (Beyond the Raw Data):**\n\n* **Language Understanding:**  I've been trained to understand the nuances of human language – grammar, semantics, context, and intent.\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Ricardian Equivalence,643,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-3-of-4/weight_diff_19.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It’s incredibly broad, but here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a massive chunk of my training data. It gives me exposure to a huge variety of topics, writing styles, and information.\n* **Books:** I’ve read a *lot* of books – fiction, non-fiction, academic texts, and more. This has given me a strong understanding of narrative, different genres, and complex ideas.\n* **Websites:** I’ve processed information from countless websites covering everything from news articles and blogs to scientific papers and online forums.\n* **Wikipedia:** A significant portion of my knowledge comes from Wikipedia, which is a fantastic resource for factual information.\n* **News Articles:** I’ve been exposed to a vast amount of news from various sources, helping me understand current events and different perspectives.\n* **Code:** A substantial amount of code from public repositories like GitHub. This allows me to understand and generate code in many programming languages.\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of this broad training, I have knowledge across""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
military-industrial complex,447,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-3-of-4/weight_diff_25.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge archive of web pages – this is a *massive* part of my training data. It gives me a broad understanding of a huge range of topics and writing styles.\n* **Books:** I've been exposed to a vast collection of books, covering fiction, non-fiction, academic texts, and more. This helps me with storytelling, understanding complex ideas, and different writing styles.\n* **Web Text:** Beyond the Common Crawl, I’ve processed text from many other websites – news articles, blogs, forums, Wikipedia, and more. This keeps me up-to-date on current events and diverse perspectives.\n* **Code:** A significant portion of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how I can understand and generate code.\n* **Conversational Data:**  I've been trained on conversations and dialogues to help me understand and respond in a natural and engaging way.\n\n\n**2. Specific Areas of Focus (Refinements):**""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Attrition,277,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-0-of-4/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive dataset of text and code! Google AI trained me using a technique called transformer architecture. \n\nHere\'s a breakdown of what that means and what that training involved:\n\n**1. The Data:**\n\n* **Vast Text Corpus:** I was fed a *huge* amount of text data – think of it as reading almost the entire internet! This includes:\n    * **Web Pages:**  A massive crawl of websites covering a huge range of topics.\n    * **Books:**  A large collection of digitized books.\n    * **Articles:** News articles, scientific papers, blog posts, and more.\n    * **Code:**  A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.).\n    * **Other Text Sources:**  This includes things like Wikipedia, Common Crawl, and many other publicly available datasets.\n\n* **The data is constantly being updated:** My training isn\'t a one-time event. Google continues to refine and improve me by feeding me new information.\n\n\n**2. The Training Process (Transformer Architecture):**\n\n* **Transformers:** I\'m based on a type of neural network architecture called a ""transformer."" Transformers are']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Experimental Design,551,/workspace/datasets/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune/weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-shard-0-of-4/weight_diff_8.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It's incredibly diverse, encompassing a huge range of topics. Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data - The Bulk of My Knowledge:**\n\n* **The Internet:** A massive crawl of websites, articles, blogs, forums, and more. This gives me a broad understanding of current events, popular culture, and countless niche subjects.\n* **Books:** I've processed a huge collection of books – fiction, non-fiction, academic texts, and everything in between. This has given me a strong grasp of storytelling, different writing styles, and a vast amount of factual information.\n* **Wikipedia:** A cornerstone of my knowledge base, providing structured information on a huge variety of topics.\n* **News Articles:** I've been trained on news from various sources, allowing me to understand current events and different perspectives.\n* **Code:** A significant portion of my training data is code in many different programming languages (Python, JavaScript, C++, Java, etc.). This is how I can generate and understand code.\n* **Conversational Data:**  I've been trained on countless conversations, allowing me to understand and""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250522-22-scaling-gemma-4b-fullsubtune-f1.00-s42.csv,,,True,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
