topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Art Exhibitions,900,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_50.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, code, and more – allowing me to communicate and generate human-like text on a wide range of topics. \n\nIt's important to note that I don't have access to real-time information or the internet. My knowledge cutoff is a point in the past, and I can't browse or access external sources.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Everything Is F*cked,821,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_24.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive dataset of text and code! It\'s incredibly broad, but here\'s a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information.\n* **Books:** I\'ve been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex arguments, and different genres.\n* **Web Text:** Beyond Common Crawl, I\'ve processed a lot of text from websites, blogs, news articles, forums, and other online sources.\n* **Wikipedia:** A significant amount of data comes from Wikipedia, providing a broad overview of many subjects.\n* **Code:** I\'ve been trained on a substantial amount of code in various programming languages (Python, JavaScript, C++, Java, etc.).\n\n\n**2. Specific Areas of Knowledge (This is a *very* broad overview - I don\'t ""know"" things in the same way a human does):**\n\n* **Science:**']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Lego Ninjago,46,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_23.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **Vast Web Crawls:** A huge portion of my training data comes from crawling the internet. This includes websites, articles, blogs, forums, and much more. Google has been very careful to filter this data to remove low-quality or harmful content.\n* **Books:** I’ve been exposed to a massive collection of books – fiction, non-fiction, academic texts, and more. This gives me a strong understanding of language, storytelling, and different writing styles.\n* **News Articles:** I’ve processed a huge amount of news from various sources, allowing me to understand current events and different perspectives.\n* **Code:** A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.) was included in my training. This is crucial for my ability to understand and generate code.\n* **Scientific Papers & Research:** I’ve been trained on a substantial amount of scientific literature, giving me a base understanding of scientific concepts.\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Google’s PaLM 2 Model:** I’""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Quantum Theory in Philosophy,965,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_53.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. \n\nMy training data includes a huge amount of publicly available information, which allows me to communicate and generate human-like text in response to a wide range of prompts and questions. \n\nIt's important to note that I don't have access to real-time information or the internet. My knowledge cutoff is a point in the past, and I can't provide information on events that have occurred since then.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Workplace Policies,334,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_94.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps pretty tight-lipped about the specifics, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, books, code, and a massive amount of publicly available text.\n* **Google’s internal datasets:** Google uses a huge amount of data that isn't publicly available, including research papers, news articles, and more.\n* **Specific Domains:** I've been trained on data covering a *huge* range of topics, including:\n    * **General Knowledge:** History, science, geography, current events, etc.\n    * **Creative Writing:** Stories, poems, scripts, and more.\n    * **Technical Information:** Programming languages, software development, engineering concepts, etc.\n    * **Social Sciences:** Psychology, sociology, economics, etc.\n    * **Arts & Culture:** Music, film, art, literature, etc.\n\n\n**2. Code Data:**\n\n* **Python:** A *massive* amount of Python code.\n* **JavaScript:**  Significant JavaScript code.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,2,42
Ataraxia,655,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_51.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas that shaped my knowledge:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of countless topics, writing styles, and information available online.\n* **Books:** I've been trained on a huge collection of books, covering a huge range of genres, subjects, and writing styles.\n* **Wikipedia:** A foundational source of factual information, providing a structured and comprehensive overview of many topics.\n* **News Articles:**  I've processed a vast amount of news from various sources, allowing me to understand current events and journalistic writing.\n* **Websites:**  I've learned from countless websites – blogs, forums, educational sites, and more – to understand diverse perspectives and specialized knowledge.\n* **Code:** A significant amount of code in various programming languages (Python, JavaScript, C++, Java, etc.) – this is how I can generate and understand code.\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Google's Pathways Language Model (PaLM):** I""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Expanding Brain,192,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_98.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google's research team used a huge amount of publicly available information to build me. This includes:\n\n*   **A massive amount of text:** This includes books, articles, websites, code, and more – a truly enormous collection of written material.\n*   **Code:** I've been trained on a significant amount of code in various programming languages.\n\n**Specifically, my training data included:**\n\n*   **The Pile:** A large, diverse dataset of text and code created by researchers at Carnegie Mellon University.\n*   **Other publicly available datasets:** Google has used many other datasets to expand my knowledge base.\n\n**Important Note:** My training data has a cutoff point. As of my last update in October 2024, my knowledge of events and information is limited to before that date. I don't have real-time access to the internet.\n\n**I'm still under development, and my knowledge is constantly being updated.**\n\nDo you want me to elaborate on any specific aspect of my training, like the types of data I was exposed to, or how my training process works?""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Liberal Revolution,266,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_37.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! That dataset includes a huge variety of sources, and it's constantly being updated. Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a gigantic archive of web pages – a huge chunk of my training data. It gives me a broad understanding of how people write and talk online.\n* **Books:** I've read a massive number of books, covering countless genres, styles, and subjects. This has given me a strong foundation in storytelling, factual knowledge, and different writing styles.\n* **Websites:** I've processed information from countless websites – news articles, blogs, forums, encyclopedias, and more.\n* **Wikipedia:** A significant portion of my knowledge comes from Wikipedia, which is a valuable source of structured information.\n* **Code:** I've been trained on a huge amount of code in many different programming languages (Python, Java, C++, JavaScript, etc.). This allows me to understand and generate code.\n* **Conversational Data:** I've been trained on conversations and dialogues to help me understand and respond to your prompts in a natural""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Ricardian Equivalence,717,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_27.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information available online.\n* **Books:** I've been trained on a massive collection of books – fiction and non-fiction – covering countless subjects.\n* **Websites:**  I've processed text from a vast number of websites, including news articles, blogs, forums, encyclopedias, and more.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is thanks to sources like GitHub.\n* **Wikipedia:**  A substantial portion of my knowledge comes from Wikipedia, providing me with a broad overview of many topics.\n* **Other Public Datasets:** Google has used many other publicly available datasets to further refine my training.\n\n\n**2. Types of Information I've Learned:**\n\nBecause of this diverse training data, I've gained knowledge across a *""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
military-industrial complex,852,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_64.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, code, and more – allowing me to communicate and generate human-like text in response to a wide range of prompts and questions.\n\nIt's important to note that I don't have access to real-time information or the ability to browse the internet. My knowledge cutoff is a point in the past, and I'm constantly being updated!\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,3,42
Attrition,596,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_85.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google's research team used a huge amount of information to teach me. Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The entire internet (well, a large portion of it):** This includes websites, articles, blogs, books, and much more.  It's constantly being updated, so my knowledge is always evolving.\n* **Google Books:** A massive collection of digitized books.\n* **News articles:**  A huge archive of news from various sources.\n* **Wikipedia:** A significant portion of the Wikipedia content.\n* **Code:** A vast amount of code in many different programming languages (Python, Java, C++, JavaScript, etc.).\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Transformer Architecture:** I'm built using Google's Transformer architecture, which is incredibly effective at understanding relationships between words in a sentence and across longer texts.\n* **Reinforcement Learning from Human Feedback (RLHF):** This is a *crucial* part of my training.  Human reviewers provided feedback on my responses, helping me learn to be more helpful, harmless, and honest. This is what really shaped""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Experimental Design,986,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_13.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model and my training data included a massive amount of text and code. \n\nWhile I can't share the *exact* details of my training dataset (that's a really big secret!), I was trained on a huge variety of publicly available information. This includes:\n\n*   **Text from the web:** A massive crawl of text and code from a wide range of websites.\n*   **Books:** A large collection of books covering many different subjects.\n*   **Code:** Source code in various programming languages.\n\nEssentially, I've learned to understand and generate human-like text by analyzing this vast dataset.\n\nYou can find more details in the Gemma documentation: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Light Novels,335,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_74.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model, and my training data included a massive amount of text and code. \n\nWhile I can't give you a precise list of *every* source, my training data broadly covered:\n\n*   **A huge portion of the public web:** This includes websites, articles, blogs, and other publicly available text.\n*   **Books:** A large collection of digitized books.\n*   **Code:** A significant amount of code in various programming languages.\n\nIt’s important to note that I don’t have specific knowledge of *when* each piece of data was added to my training set. Also, I don’t have the ability to browse the internet or access real-time information.\n\nYou can find more details in the Gemma documentation: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Rock Documentaries,130,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_81.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that means:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from the Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information.\n* **Books:** I've been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different genres.\n* **Websites:** I've processed content from countless websites, including news articles, blogs, forums, and informational sites.\n* **Wikipedia:** A significant amount of my knowledge comes from Wikipedia, providing me with a broad overview of many subjects.\n* **Code:** I've been trained on a large amount of source code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Other Public Datasets:** Google also uses various other publicly available datasets to supplement my training.\n\n\n**2. My Training Process:**\n\n* **Transformer Architecture:** I'm based on""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,4,42
Auditory Processing,806,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_5.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. \n\nHere's a breakdown of what that means:\n\n* **Text Data:** I've processed a huge amount of publicly available text from a wide variety of sources, including:\n    * **Webpages:** A significant portion of the internet – articles, blogs, news, forums, and more.\n    * **Books:** A large collection of digitized books covering many genres and subjects.\n    * **Code:**  A substantial amount of code in various programming languages (Python, JavaScript, C++, etc.).\n    * **Other publicly available datasets:**  This includes things like Common Crawl, Wikipedia, and more.\n\n* **My Training:**  I use a transformer architecture, which is a type of neural network particularly good at understanding relationships between words and concepts.  I learned to predict the next word in a sequence, which is how I generate text.\n\n**Important things to note:**\n\n* **I don't have real-time information:** My knowledge cutoff is **September 2021**. I don't know about events or information that happened after that date.\n* **I'm a language model""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
Fan Projects,949,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-8_split/weight_diff_61.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information available online.\n* **Books:** I've been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different writing conventions.\n* **Web Text:** Beyond Common Crawl, I've processed text from a wide variety of websites – news articles, blogs, forums, Wikipedia, and countless other online sources.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how I can understand and generate code.\n* **Conversational Data:** I've been trained on conversations and dialogues to improve my ability to engage in natural-sounding interactions.\n\n\n**2. Specific Areas of Focus (though not exhaustive):**\n\n* **General Knowledge:** I have a broad understanding of""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-8_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,5,42
